timeframe,strat,id,start,entry,TP,SL,SR,RR,type,SMA,DIVERGENCE (Y/N),MINIPEAK (Y/N),,,,,,,,,,,
D,counter_b1,NZD_USD 04JAN2007D,03/01/2007 22:00,0.70334,0.69273,0.71042,0.70982,1.5,short,N,N,N,,,,,,,,,,,
D,counter_b1,NZD_USD 26MAR2007D,25/03/2007 22:00,0.70931,0.69697,0.71643,0.71092,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 24APR2007D,23/04/2007 22:00,0.74179,0.729,0.75045,0.74618,1.5,short,N,N,N,,,,,,,,,,,
D,counter_b1,NZD_USD 10DEC2007D,9/12/2007 22:00,0.77323,0.75076,0.78841,0.77809,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 16JAN2008D,15/01/2008 22:00,0.77612,0.75204,0.79452,0.78774,1.31,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 16JUN2008D,15/06/2008 22:00,0.75229,0.76729,0.7423,0.74618,1.5,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 17JUL2008D,16/07/2008 22:00,0.76875,0.75603,0.77728,0.77334,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 07NOV2008D,06/11/2008 22:00,0.58175,0.53732,0.61258,0.59806,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 19DEC2008D,18/12/2008 22:00,0.5791,0.54063,0.60747,0.59705,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 12MAY2009D,11/05/2009 22:00,0.598,0.57313,0.61442,0.60052,1.5,short,N,Y,Y,,,,,,,,,,,
D,counter_b1,NZD_USD 04NOV2009D,03/11/2009 22:00,0.72641,0.75317,0.7076,0.71254,1.42,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 16SEP2010D,15/09/2010 22:00,0.72711,0.70736,0.74005,0.7379,1.53,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 15OCT2010D,14/10/2010 22:00,0.75466,0.73935,0.76491,0.76069,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
H12,counter_b1,NZD_USD 08NOV2010H12,08/11/2010 22:00,0.78756,0.77355,0.79769,0.79092,1.38,short,N,N,Y,,,,,,,,,,,
D,counter_b1,NZD_USD 18NOV2010D,17/11/2010 22:00,0.77281,0.78866,0.76177,0.76315,1.44,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 17DEC2010D,16/12/2010 22:00,0.7412,0.75222,0.73396,0.73785,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 19APR2011D,18/04/2011 22:00,0.79007,0.77518,0.80087,0.79971,1.4,short,N,N,N,,,,,,,,,,,
D,counter_b1,NZD_USD 05OCT2011D,04/10/2011 22:00,0.76298,0.78675,0.74685,0.7548,1.5,long,N,N,Y,,,,,,,,,,,
D,counter_b1,NZD_USD 18OCT2011D,17/10/2011 22:00,0.79055,0.76509,0.80765,0.79626,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 14NOV2011D,13/11/2011 22:00,0.78735,0.80804,0.77346,0.77789,1.5,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 08DEC2011D,07/12/2011 22:00,0.77338,0.75112,0.78855,0.77789,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 29DEC2011D,28/12/2011 22:00,0.76653,0.74774,0.7796,0.77789,1.4,short,N,n.a.,n.a.,,,,,,,,,,,
H12,counter_b1,NZD_USD 23MAY2012H12,23/05/2012 22:00,0.75324,0.76578,0.74481,0.7464,1.5,long,N,Y,Y,,,,,,,,,,,
D,counter_b1,NZD_USD 31DEC2012D,30/12/2012 22:00,0.82265,0.83213,0.81584,0.81856,1.4,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 05FEB2013D,04/02/2013 22:00,0.84245,0.83153,0.84958,0.84652,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 05MAR2013D,04/03/2013 22:00,0.82771,0.84076,0.81865,0.82004,1.4,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 16MAY2013D,15/05/2013 22:00,0.82591,0.84023,0.81614,0.82004,1.5,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 03SEP2013D,02/09/2013 22:00,0.78326,0.80479,0.76791,0.77268,1.4,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 12SEP2013D,11/09/2013 22:00,0.81049,0.80104,0.81669,0.81256,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 02DEC2013D,01/12/2013 22:00,0.81634,0.82936,0.80767,0.81147,1.5,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 20MAR2014D,19/03/2014 22:00,0.8535,0.83844,0.86448,0.86247,1.4,short,N,N,N,,,,,,,,,,,
D,counter_b1,NZD_USD 14AUG2014D,13/08/2014 22:00,0.84843,0.86085,0.84,0.84265,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 10JUL2015D,09/07/2015 22:00,0.67519,0.69765,0.65965,0.66149,1.45,long,N,N,N,,,,,,,,,,,
D,counter_b1,NZD_USD 09SEP2016D,08/09/2016 22:00,0.73832,0.72217,0.7491,0.74599,1.5,short,N,Y,Y,,,,,,,,,,,
D,counter_b1,NZD_USD 13OCT2016D,12/10/2016 22:00,0.70916,0.72996,0.69486,0.70261,1.45,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 02MAY2017D,01/05/2017 22:00,0.69226,0.70372,0.68425,0.68739,1.43,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 30MAY2017D,29/05/2017 22:00,0.70387,0.69534,0.70963,0.70627,1.5,short,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 25JUL2017D,24/07/2017 22:00,0.74225,0.73239,0.74896,0.74556,1.5,short,N,Y,Y,,,,,,,,,,,
D,counter_b1,NZD_USD 05SEP2017D,04/09/2017 22:00,0.7185,0.72684,0.71294,0.71497,1.5,long,Y,n.a.,n.a.,,,,,,,,,,,
H12,counter_b1,NZD_USD 09FEB2018H12,08/02/2018 10:00,0.72427,0.73308,0.71785,0.72067,1.4,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 02MAR2018D,01/03/2018 22:00,0.72646,0.73736,0.71868,0.72155,1.4,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 16APR2018D,15/04/2018 22:00,0.73439,0.72433,0.74179,0.73928,1.4,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 13JUN2018D,12/06/2018 22:00,0.69977,0.69042,0.70604,0.7051,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
H12,counter_b1,NZD_USD 30JUN2019H12,29/06/2019 22:00,0.66887,0.66328,0.67258,0.67095,1.5,short,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 22AUG2008D,21/08/2008 22:00,162.2,165.746,159.836,160.089,1.5,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 15JUL2009D,14/07/2009 22:00,130.865,137.232,126.421,127.766,1.43,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 11AUG2009D,10/08/2009 22:00,135.909,131.801,138.747,137.305,1.45,short,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 27OCT2009D,26/10/2009 22:00,136.852,134.1,138.66,137.305,1.5,short,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 22DEC2009D,21/12/2009 22:00,130.396,135.679,126.719,128.545,1.44,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 06APR2010D,05/04/2010 22:00,126.627,124.347,128.151,126.909,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 16APR2010D,15/04/2010 22:00,125.877,122.767,127.943,127.235,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 11MAR2011D,10/03/2011 22:00,114.229,111.48,116.077,115.02,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 24MAR2011D,23/03/2011 22:00,113.956,110.883,116.034,115.02,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 28NOV2012D,27/11/2012 22:00,105.715,103.64,107.145,106.637,1.45,short,N,Y,Y,,,,,,,,,,,
D,counter_b1,EUR_JPY 17OCT2014D,16/10/2014 22:00,136.592,138.956,134.986,135.794,1.5,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 05MAY2015D,04/05/2015 22:00,133.645,131.142,135.374,134.643,1.45,short,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 02MAR2016D,01/03/2016 22:00,124.054,126.636,122.13,122.674,1.34,long,N,N,Y,,,,,,,,,,,
D,counter_b1,EUR_JPY 15MAR2016D,14/03/2016 22:00,125.995,123.94,127.394,127.018,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 04MAY2016,03/05/2016 22:00,123.021,125.138,121.57,122.173,1.46,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 19DEC2016D,18/12/2016 22:00,122.251,119.402,124.132,122.905,1.5,short,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 15MAR2017D,14/03/2017 22:00,121.677,119.718,122.989,122.365,1.5,short,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 04APR2017D,03/04/2017 22:00,118.374,119.851,117.392,118.244,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 31AUG2017D,30/08/2017 22:00,130.903,129.351,131.951,131.432,1.48,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 14SEP2017D,13/09/2017 22:00,131.148,129.596,132.196,131.432,1.48,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 10MAY2018D,09/05/2018 22:00,130.568,132.93,128.97,129.327,1.5,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 31JUL2018D,30/07/2018 22:00,130.074,131.482,129.129,129.392,1.5,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 17AUG2018D,16/08/2018 22:00,126.503,128.657,124.995,125.399,1.43,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_JPY 16OCT2018D,15/10/2018 22:00,129.793,130.831,129.063,129.392,1.42,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 29DEC2006D,28/12/2006 22:00,1.12335,1.13823,1.11323,1.1159,1.47,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 06JUN2007D,05/06/2007 22:00,1.11796,1.12816,1.11084,1.11236,1.43,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 03OCT2007D,02/10/2007 22:00,1.16996,1.18607,1.15913,1.1647,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 02MAY2008D,01/05/2008 22:00,1.1984,1.18183,1.20959,1.20163,1.5,short,N,N,N,,,,,,,,,,,
D,counter_b1,AUD_NZD 11SEP2008D,10/09/2008 22:00,1.21092,1.23148,1.19723,1.20163,1.5,long,N,N,Y,,,,,,,,,,,
D,counter_b1,AUD_NZD 23JAN2009D,22/01/2009 22:00,1.23517,1.20928,1.25279,1.24265,1.5,short,N,N,Y,,,,,,,,,,,
D,counter_b1,AUD_NZD 05MAR2009D,04/03/2009 22:00,1.2755,1.24873,1.29395,1.28994,1.45,short,N,N,Y,,,,,,,,,,,
D,counter_b1,AUD_NZD 18MAR2009D,17/03/2009 22:00,1.24907,1.26636,1.23781,1.24263,1.54,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 04MAY2009D,03/05/2009 22:00,1.27685,1.25004,1.29492,1.28994,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 26FEB2010D,25/02/2010 22:00,1.28172,1.26261,1.29448,1.2873,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
H12,counter_b1,AUD_NZD 29MAR2010H12,28/03/2010 10:00,1.2877,1.30061,1.27917,1.28223,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 01JUN2010D,31/05/2010 22:00:00,1.23902,1.22112,1.25125,1.24323,1.5,short,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 01OCT2010D,30/09/2010 22:00,1.3096,1.2917,1.32236,1.3133,1.4,short,N,N,Y,,,,,,,,,,,
H12,counter_b1,AUD_NZD 18JAN2011H12,17/01/2011 10:00,1.29321,1.30695,1.28335,1.28414,1.4,long,Y,N,Y,,,,,,,,,,,
H12,counter_b1,AUD_NZD 08FEB2011H12,07/02/2011 10:00,1.30966,1.29165,1.32167,1.31873,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 07JUN2011D,06/06/2011 22:00,1.31223,1.30044,1.32003,1.31873,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 20JUN2011D,19/06/2011 22:00,1.30462,1.28435,1.31866,1.31873,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 09SEP2011D,08/09/2011 22:00,1.26882,1.24855,1.28314,1.27923,1.4,short,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 07MAY2012D,06/05/2012 22:00,1.27823,1.267,1.28572,1.28156,1.5,short,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 25OCT2012D,24/10/2012 22:00,1.25997,1.24477,1.2701,1.26798,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 28FEB2013D,27/02/2013 22:00,1.2346,1.22127,1.24344,1.23871,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 18MAR2013D,17/03/2013 22:00,1.25722,1.242,1.26826,1.26692,1.4,short,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 31JUL2014D,30/07/2014 22:00,1.09684,1.08382,1.10541,1.10046,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 09SEP2014D,08/09/2014 22:00,1.11975,1.1029,1.13101,1.12312,1.5,short,Y,N,Y,,,,,,,,,,,
D,counter_b1,AUD_NZD 01OCT2014D,30/09/2014 22:00,1.11894,1.10209,1.1302,1.12312,1.5,short,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 31OCT2014D,30/10/2014 22:00,1.12335,1.11218,1.13079,1.1257,1.5,short,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 14MAY2015D,13/05/2015 22:00,1.07484,1.05354,1.08914,1.08127,1.5,short,Y,N,N,,,,,,,,,,,
D,counter_b1,AUD_NZD 30JUL2015D,29/07/2015 22:00,1.09999,1.11692,1.08889,1.09057,1.5,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 11AUG2016D,10/08/2016 22:00,1.06605,1.05096,1.07611,1.07543,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 05SEP2016D,04/09/2016 22:00,1.04008,1.05654,1.0295,1.03334,1.6,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 14OCT2016D,13/10/2016 22:00,1.06589,1.04871,1.07743,1.07367,1.5,short,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 13APR2017D,12/04/2017 22:00,1.08352,1.09584,1.07515,1.07634,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
H12,counter_b1,AUD_NZD 25OCT2017H12,25/10/2017 10:00,1.11901,1.10392,1.12981,1.12814,1.4,short,N,Y,Y,,,,,,,,,,,
D,counter_b1,AUD_NZD 10NOV2017D,9/11/2017 22:00,1.10785,1.11861,1.10067,1.10272,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
H12,counter_b1,AUD_NZD 12DEC2017H12,12/12/2017 10:00,1.09019,1.09865,1.08454,1.08529,1.5,long,Y,N,Y,,,,,,,,,,,
D,counter_b1,AUD_NZD 15JAN2018D,14/01/2018 22:00,1.09155,1.10155,1.08449,1.08529,1.4,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_NZD 06SEP2019D,05/09/2019 22:00,1.0663,1.05544,1.07335,1.06858,1.5,short,N,N,N,,,,,,,,,,,
D,counter_b1,AUD_NZD 10OCT2019D,9/10/2019 22:00,1.07101,1.07829,1.06617,1.06833,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_CAD 29JUL2010D,28/07/2010 22:00,0.74894,0.73218,0.76087,0.75647,1.4,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_CAD 20AUG2010D,19/08/2010 22:00,0.74089,0.75739,0.72898,0.7318,1.4,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_CAD 18FEB2011D,17/02/2011 22:00,0.74885,0.76312,0.7387,0.74112,1.4,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_CAD 01APR2011D,31/03/2011 22:00,0.73586,0.72357,0.74397,0.74112,1.5,short,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_CAD 29NOV2011D,28/11/2011 22:00,0.78141,0.79469,0.77204,0.77391,1.4,long,Y,N,N,,,,,,,,,,,
D,counter_b1,NZD_CAD 16DEC2011D,15/12/2011 22:00,0.78141,0.79469,0.77204,0.77391,1.42,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_CAD 29FEB2012D,28/02/2012 22:00,0.83211,0.81782,0.84127,0.83974,1.6,short,N,Y,Y,,,,,,,,,,,
D,counter_b1,NZD_CAD 21AUG2012D,20/08/2012 22:00,0.80108,0.80967,0.79529,0.79679,1.5,long,Y,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_CAD 07NOV2012D,06/11/2012 22:00,0.81946,0.80787,0.82725,0.82237,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_CAD 25JAN2013D,24/01/2013 22:00,0.83903,0.8292,0.84557,0.84006,1.5,short,N,Y,Y,,,,,,,,,,,
D,counter_b1,NZD_CAD 27APR2015D,26/04/2015 22:00,0.92654,0.94328,0.9153,0.92018,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_CAD 07JUL2015D,06/07/2015 22:00,0.84805,0.86657,0.83504,0.84006,1.4,long,N,Y,Y,,,,,,,,,,,
D,counter_b1,NZD_CAD 30JUL2015D,29/07/2015 22:00,0.86001,0.84293,0.87249,0.86677,1.4,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_CAD 19FEB2016D,18/02/2016 22:00,0.91346,0.93345,0.89965,0.90289,1.45,long,N,n.a.,n.a.,,,,,,,,,,,
H12,counter_b1,NZD_CAD 06JUN2016H12,06/06/2016 10:00,0.89537,0.88622,0.90183,0.90106,1.42,short,N,n.a.,n.a.,,,,,,,,,,,
H12,counter_b1,NZD_CAD 13JUL2016H12,13/07/2016 10:00,0.94595,0.93113,0.95567,0.95433,1.5,short,N,N,Y,,,,,,,,,,,
D,counter_b1,NZD_CAD 25JUL2016D,24/07/2016 22:00,0.92127,0.93974,0.90888,0.91786,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_CAD 18AUG2017D,17/08/2017 22:00,0.92645,0.9408,0.91696,0.92212,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_CAD 16AUG2018D,15/08/2018 22:00,0.86364,0.87598,0.8553,0.86099,1.5,long,N,Y,Y,,,,,,,,,,,
D,counter_b1,NZD_CAD 10OCT2018D,9/10/2018 22:00,0.83965,0.85281,0.83089,0.8324,1.5,long,N,Y,Y,,,,,,,,,,,
D,counter_b1,NZD_CAD 23OCT2018D,22/10/2018 22:00,0.85727,0.8392,0.86943,0.86099,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_CAD 27MAR2019D,26/03/2019 22:00,0.92158,0.91026,0.929,0.92264,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_CAD 24SEP2019D,23/09/2019 22:00,0.83584,0.84477,0.82996,0.83266,1.5,long,N,Y,Y,,,,,,,,,,,
D,counter_b1,AUD_USD 04JAN2007D,03/01/2007 22:00,0.7905,0.77812,0.79904,0.79658,1.45,short,N,Y,Y,,,,,,,,,,,
D,counter_b1,AUD_USD 15JAN2007D,14/01/2007 22:00,0.78368,0.79509,0.77573,0.77571,1.4,long,N,n.a.,n.a.,,,,,,,,,,,
H12,counter_b1,AUD_USD 23APR2008H12,23/04/2008 22:00,0.94566,0.93121,0.95518,0.9479,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
H12,counter_b1,AUD_USD 07MAY2008H12,07/05/2008 10:00,0.94425,0.92952,0.95404,0.9479,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_USD 19SEP2008D,18/09/2008 22:00,0.80833,0.85025,0.78001,0.78866,1.5,long,N,Y,Y,,,,,,,,,,,
D,counter_b1,AUD_USD 06NOV2008D,05/11/2008 22:00,0.67761,0.62802,0.71143,0.69995,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_USD 07APR2009D,06/04/2009 22:00,0.70616,0.67398,0.7281,0.72461,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
